zipcode,age_perc,edu_perc,income_perc
10037.0,72.64150943396227,68.39622641509433,27.83018867924528
11232.0,82.54716981132076,46.698113207547166,41.9811320754717
11204.0,47.16981132075472,37.264150943396224,30.66037735849057
10470.0,52.35849056603774,48.58490566037736,48.11320754716981
11355.0,48.58490566037736,25.94339622641509,26.41509433962264
11218.0,62.26415094339622,66.98113207547169,47.16981132075472
10455.0,59.9056603773585,13.20754716981132,16.037735849056602
11385.0,64.62264150943396,36.79245283018868,54.71698113207548
10452.0,61.32075471698114,17.924528301886788,16.9811320754717
11102.0,91.98113207547168,72.64150943396227,46.22641509433962
10469.0,30.188679245283016,38.20754716981132,51.88679245283018
10006.0,100.0,100.0,98.58490566037734
10454.0,39.15094339622642,12.735849056603776,13.20754716981132
11691.0,45.75471698113208,29.716981132075468,21.22641509433962
11356.0,46.22641509433962,27.358490566037737,50.47169811320754
11234.0,22.641509433962263,57.54716981132076,73.11320754716981
11432.0,40.09433962264151,58.01886792452829,43.39622641509435
11418.0,60.37735849056603,42.9245283018868,58.96226415094339
10472.0,39.62264150943396,15.566037735849054,19.339622641509436
10162.0,89.62264150943396,92.45283018867924,79.24528301886792
11214.0,49.0566037735849,51.41509433962264,40.56603773584906
10069.0,69.81132075471699,89.15094339622641,83.01886792452831
10453.0,58.01886792452829,18.39622641509434,15.566037735849054
11229.0,28.77358490566038,64.15094339622641,51.41509433962264
11412.0,24.05660377358491,32.075471698113205,68.86792452830188
11370.0,74.05660377358491,20.75471698113208,50.0
11379.0,36.320754716981135,57.07547169811321,70.28301886792453
10475.0,14.62264150943396,39.15094339622642,31.603773584905664
11230.0,34.43396226415094,69.33962264150944,32.075471698113205
11236.0,34.90566037735849,42.45283018867924,57.07547169811321
11223.0,50.9433962264151,48.11320754716981,33.9622641509434
10305.0,29.716981132075468,53.301886792452834,64.15094339622641
10463.0,60.849056603773576,56.13207547169812,38.67924528301887
11415.0,54.24528301886792,74.52830188679245,58.01886792452829
11219.0,43.86792452830189,24.52830188679245,22.641509433962263
11429.0,33.9622641509434,34.43396226415094,68.39622641509433
10303.0,44.81132075471698,36.320754716981135,44.33962264150944
10464.0,25.47169811320755,64.62264150943396,77.35849056603773
11692.0,18.867924528301888,33.9622641509434,36.79245283018868
11422.0,49.52830188679246,41.9811320754717,77.83018867924528
10307.0,14.150943396226412,45.283018867924525,71.69811320754717
11375.0,42.9245283018868,80.18867924528301,66.0377358490566
11361.0,37.264150943396224,72.16981132075472,73.58490566037736
11426.0,53.77358490566038,63.67924528301887,75.47169811320755
11421.0,38.20754716981132,28.77358490566038,63.67924528301887
11210.0,29.24528301886793,63.20754716981133,61.32075471698114
10471.0,27.358490566037737,79.71698113207547,69.33962264150944
10458.0,64.15094339622641,18.867924528301888,19.81132075471698
11367.0,33.49056603773585,66.50943396226414,54.24528301886792
10473.0,32.075471698113205,22.641509433962263,29.716981132075468
11694.0,16.50943396226415,67.9245283018868,78.30188679245283
11417.0,28.301886792452827,33.49056603773585,63.20754716981133
11378.0,45.283018867924525,46.22641509433962,65.09433962264151
11369.0,50.47169811320754,23.11320754716981,42.45283018867924
11693.0,19.339622641509436,43.39622641509435,45.75471698113208
10312.0,19.81132075471698,58.96226415094339,79.71698113207547
10314.0,26.41509433962264,56.60377358490565,74.52830188679245
10457.0,54.71698113207548,16.037735849056602,18.39622641509434
11212.0,51.41509433962264,17.452830188679247,17.924528301886788
10462.0,58.49056603773585,37.735849056603776,35.849056603773576
11360.0,13.679245283018869,81.13207547169812,69.81132075471699
11433.0,43.39622641509435,21.22641509433962,48.58490566037736
11358.0,41.9811320754717,51.88679245283018,61.79245283018867
11414.0,15.094339622641508,40.56603773584906,75.94339622641509
11413.0,26.88679245283019,40.09433962264151,75.0
11436.0,52.83018867924528,22.16981132075472,62.26415094339622
11365.0,35.849056603773576,61.79245283018867,56.13207547169812
11354.0,48.11320754716981,28.301886792452827,28.77358490566038
10461.0,57.54716981132076,47.16981132075472,49.0566037735849
10007.0,79.24528301886792,91.50943396226415,100.0
10460.0,57.07547169811321,16.50943396226415,14.150943396226412
11416.0,38.67924528301887,26.88679245283019,53.301886792452834
11228.0,35.37735849056604,52.83018867924528,53.77358490566038
10456.0,40.56603773584906,14.62264150943396,14.62264150943396
10310.0,23.58490566037736,52.35849056603774,62.73584905660378
10306.0,30.66037735849057,55.18867924528302,76.41509433962264
11420.0,36.79245283018868,24.05660377358491,60.849056603773576
11366.0,24.52830188679245,70.28301886792453,66.50943396226414
10308.0,20.28301886792453,59.433962264150935,80.18867924528301
11423.0,42.45283018867924,45.75471698113208,59.9056603773585
10302.0,65.56603773584905,30.188679245283016,45.283018867924525
10459.0,51.88679245283018,15.094339622641508,15.094339622641508
11419.0,58.96226415094339,26.41509433962264,57.54716981132076
10474.0,47.64150943396226,14.150943396226412,13.679245283018869
11001.0,25.94339622641509,65.09433962264151,71.22641509433963
11357.0,18.39622641509434,62.73584905660378,74.05660377358491
11224.0,15.566037735849054,50.47169811320754,21.698113207547173
11428.0,41.0377358490566,25.47169811320755,67.45283018867924
11364.0,20.75471698113208,65.56603773584905,66.98113207547169
10466.0,31.603773584905664,30.66037735849057,39.15094339622642
11411.0,17.924528301886788,54.24528301886792,78.77358490566037
10465.0,17.452830188679247,35.849056603773576,64.62264150943396
11109.0,99.52830188679243,93.86792452830188,98.1132075471698
10170.0,96.69811320754717,98.1132075471698,91.98113207547168
11004.0,50.0,69.81132075471699,82.54716981132076
11363.0,16.9811320754717,78.77358490566037,85.84905660377359
11362.0,16.037735849056602,74.05660377358491,72.64150943396227
11040.0,33.0188679245283,71.69811320754717,80.66037735849056
11430.0,68.39622641509433,19.339622641509436,67.9245283018868
10199.0,96.22641509433964,97.64150943396228,84.43396226415095
10020.0,6.60377358490566,6.367924528301888,6.60377358490566
10112.0,6.60377358490566,6.367924528301888,6.60377358490566
10119.0,98.58490566037734,88.2075471698113,99.05660377358492
10279.0,6.60377358490566,6.367924528301888,6.60377358490566
11371.0,6.60377358490566,6.367924528301888,6.60377358490566
10309.0,21.698113207547173,60.849056603773576,84.90566037735849
10111.0,6.60377358490566,6.367924528301888,6.60377358490566
